item1,item2,value1,value2,value3,value4,value5,value6,value7,value8
"109年 12月",金門縣,31,11,17,3,0,0,0,9.68
"109年 12月",嘉義市,31,4,22,5,0,0,0,16.13
"109年 12月",新竹市,31,26,5,0,0,0,0,0
"109年 12月",基隆市,31,24,7,0,0,0,0,0
"109年 12月",澎湖縣,31,21,10,0,0,0,0,0
"109年 12月",花蓮縣,31,30,1,0,0,0,0,0
"109年 12月",臺東縣,31,31,0,0,0,0,0,0
"109年 12月",屏東縣,93,30,43,20,0,0,0,21.51
"109年 12月",嘉義縣,62,28,28,5,1,0,0,9.68
"109年 12月",雲林縣,62,25,31,6,0,0,0,9.68
"109年 12月",南投縣,62,22,37,3,0,0,0,4.84
"109年 12月",彰化縣,62,35,23,4,0,0,0,6.45
"109年 12月",苗栗縣,62,50,11,1,0,0,0,1.61
"109年 12月",新竹縣,62,52,10,0,0,0,0,0
"109年 12月",宜蘭縣,62,59,3,0,0,0,0,0
"109年 12月",高雄市,248,4,196,47,1,0,0,19.35
"109年 12月",臺南市,124,35,74,15,0,0,0,12.1
"109年 12月",臺中市,155,109,42,4,0,0,0,2.58
"109年 12月",桃園市,124,92,32,0,0,0,0,0
"109年 12月",臺北市,155,116,39,0,0,0,0,0
"109年 12月",新北市,279,210,68,1,0,0,0,0.36
"109年 12月",總計,1860,1018,721,119,2,0,0,6.51
"109年 11月",連江縣,30,9,17,1,3,0,0,13.33
"109年 11月",金門縣,30,10,17,2,1,0,0,10
"109年 11月",嘉義市,30,0,28,2,0,0,0,6.67
"109年 11月",新竹市,30,21,7,2,0,0,0,6.67
"109年 11月",基隆市,30,24,5,1,0,0,0,3.33
"109年 11月",澎湖縣,30,19,10,1,0,0,0,3.33
"109年 11月",花蓮縣,30,26,4,0,0,0,0,0
"109年 11月",臺東縣,30,27,3,0,0,0,0,0
"109年 11月",屏東縣,90,28,46,15,1,0,0,17.78
"109年 11月",嘉義縣,60,10,45,5,0,0,0,8.33
"109年 11月",雲林縣,60,6,47,7,0,0,0,11.67
"109年 11月",南投縣,60,8,46,6,0,0,0,10
"109年 11月",彰化縣,60,21,34,5,0,0,0,8.33
"109年 11月",苗栗縣,60,40,20,0,0,0,0,0
"109年 11月",新竹縣,60,40,18,2,0,0,0,3.33
"109年 11月",宜蘭縣,60,54,6,0,0,0,0,0
"109年 11月",高雄市,240,9,179,49,2,1,0,21.67
"109年 11月",臺南市,120,10,103,7,0,0,0,5.83
"109年 11月",臺中市,150,65,81,4,0,0,0,2.67
"109年 11月",桃園市,120,94,22,4,0,0,0,3.33
"109年 11月",臺北市,150,129,20,1,0,0,0,0.67
"109年 11月",新北市,270,208,56,5,1,0,0,2.22
"109年 11月",總計,1800,858,814,119,8,1,0,7.11
"109年 10月",連江縣,31,1,19,11,0,0,0,35.48
"109年 10月",金門縣,31,1,21,9,0,0,0,29.03
"109年 10月",嘉義市,31,1,28,2,0,0,0,6.45
"109年 10月",新竹市,31,22,8,1,0,0,0,3.23
"109年 10月",基隆市,31,18,13,0,0,0,0,0
"109年 10月",澎湖縣,31,11,20,0,0,0,0,0
"109年 10月",花蓮縣,31,30,1,0,0,0,0,0
"109年 10月",臺東縣,31,31,0,0,0,0,0,0
"109年 10月",屏東縣,93,26,36,28,3,0,0,33.33
"109年 10月",嘉義縣,62,4,51,6,1,0,0,11.29
"109年 10月",雲林縣,62,5,41,16,0,0,0,25.81
